ID,SRS011061,SRS011084,SRS011134,SRS011239,SRS011271,SRS011302,SRS011405,SRS011452,SRS011529,SRS011586,SRS012273,SRS012902,SRS013158,SRS013215,SRS013476,SRS013521,SRS013687,SRS013800,SRS013951,SRS014235,SRS014287,SRS014313,SRS014459,SRS014613,SRS014683,SRS014923,SRS014979,SRS015065,SRS015133,SRS015190,SRS015217,SRS015264,SRS015369,SRS015578,SRS015663,SRS015782,SRS015794,SRS015854,SRS015960,SRS016018,SRS016056,SRS016095,SRS016203,SRS016267,SRS016335,SRS016495,SRS016517,SRS016585,SRS016753,SRS016954,SRS016989,SRS017103,SRS017191,SRS017247,SRS017307,SRS017433,SRS017521,SRS017701,SRS017821,SRS018133,SRS018313,SRS018351,SRS018427,SRS018575,SRS018656,SRS018817,SRS019030,SRS019161,SRS019267,SRS019397,SRS019582,SRS019601,SRS019685,SRS019787,SRS019910,SRS019968,SRS020233,SRS020328,SRS020869,SRS021484,SRS021948,SRS022071,SRS022137,SRS022524,SRS022609,SRS022713,SRS023176,SRS023346,SRS023526,SRS023583,SRS023829,SRS023914,SRS023971,SRS024009,SRS024075,SRS024132,SRS024265,SRS024331,SRS024388,SRS024435,SRS024549,SRS024625,SRS042284,SRS042628,SRS043001,SRS043411,SRS043701,SRS045004,SRS045645,SRS045713,SRS047014,SRS047044,SRS048164,SRS048870,SRS049164,SRS049712,SRS049900,SRS049959,SRS049995,SRS050299,SRS050422,SRS050752,SRS050925,SRS051031,SRS051882,SRS052027,SRS052697,SRS053214,SRS053335,SRS053398,SRS054590,SRS054956,SRS055982,SRS056259,SRS056519,SRS057478,SRS057717,SRS058723,SRS058770,SRS062427,SRS063040,SRS063985,SRS064276,SRS064557,SRS064645,SRS065504,SRS075398,SRS077730,SRS078176
Bacteroides_sp_9_1_42FAA,0.011263,0.016651,0.0071779,0.017624,0.0025557,0.010332,0.021376,0.058093,0.0068635,0.015192,0.018611,0.018679,0.013142,0,0.042386,0.010291,0.005187,0.042404,0.0083756,0.015961,0.0081301,0.016059,0.006356,0.048149,0.0078273,0.014081,0.0074257,0.0070179,0.019789,0.019565,0.0037192,0.022311,0.018499,0.014682,0.0050835,0.0058039,0.0070568,0.0085071,0.018839,0.046034,0.013805,0.0086561,0.010782,0.0049698,0.012085,0.0045991,0.0034058,0,0.015175,0.0083347,0.013358,0.017102,0.024467,0.0092057,0.0073727,0.0077256,0.0081946,0.01862,0.031451,0.031357,0.013225,0.0045754,0.021624,0.065944,0.0024931,0.0066491,0.010564,0.030965,0.019395,0.07062,0.0080713,0.01945,0.027502,0.0040597,0.017117,0.017917,0.027702,0.015682,0.025924,0.017707,0.014305,0.013397,0.032686,0.014633,0.0076822,0.022484,0.017063,0.013259,0.0048214,0.030069,0.021489,0.0047755,0.0089345,0.029922,0.01192,0.025171,0.018956,0.019229,0.010281,0.055967,0.034691,0.013136,0.011955,0.016323,0.023962,0.013054,0.038511,0.013778,0.012244,0.036144,0.014008,0.0022958,0.012833,0.019209,0.014486,0.0032179,0.0079089,0.0088422,0.012416,0.024796,0.01219,0.014865,0.017463,0.0070222,0.012328,0.015754,0.0076962,0.012713,0.012531,0.0094772,0.11728,0,0.030183,0.023397,0.06505,0.020296,0.022022,0.020564,0.035343,0.0082555,0.026664,0.021686,0.027095,0.01669,0.010899,0.017255,0.012986,0.013918,0.0041288
Bacteroides_sp_D1,0.0040995,0.0020927,0.0020671,0.0022874,0.0033166,0.002495,0.032896,0.0254,0.0074468,0.0043925,0.0034527,0.017073,0.059994,0,0.0020389,0.0013627,0.0043147,0.0034215,0.0020576,0.0055375,0.0028898,0.0026306,0.0017641,0.0058708,0.0061771,0.0025326,0.0013512,0.00192,0.0010093,0.012032,0.0017441,0.0051122,0.013438,0.0066238,0,0.0021107,0.012518,0.014262,0.009,0.0028265,0.0044315,0.0036984,0.0025374,0.021031,0.013639,0.0070257,0.004539,0,0.014349,0.014831,0.01492,0.0031623,0.0105,0.022151,0.003014,0.0047618,0.010164,0.0043589,0.004733,0.017235,0.012141,0.028849,0.0077381,0.011595,0,0.01047,0.0040496,0.011512,0.0025846,0.0019673,0.008396,0.005677,0.0079843,0.023483,0.0027745,0.0064121,0.0059609,0.001152,0.0058962,0.0021738,0.002647,0.0013385,0.0035182,0.0034487,0.002683,0.0052376,0.011112,0.017203,0.0057021,0.006734,0.021339,0.0032412,0.065297,0.024046,0.0087611,0.0011545,0.0042138,0.0072018,0.0045017,0.0018401,0.013831,0.020879,0.017373,0.0017443,0.037721,0.0078638,0.0068925,0.0038497,0.010795,0.021609,0.0042151,0,0.0041728,0.0075672,0.0048038,0,0.0039916,0.0021185,0.0017294,0.0086585,0.0018514,0.0016404,0.0079259,0.0011107,0.0097549,0.026119,0.0080047,0.019295,0.020499,0.0016181,0.0018472,0.019999,0.0039589,0.0070432,0.0112,0.0059924,0.017791,0.0023435,0.012429,0.0064817,0.0041613,0.0014428,0.0024524,0.0098907,0.0030085,0.0058968,0.02844,0.014574,0.0011245
Bacteroides_sp_D2,0.0053039,0.011703,0.013537,0.018793,0.0037687,0.008113,0.041618,0.080161,0.011501,0.0080558,0.0037369,0.028625,0.053567,0.068603,0.0098694,0.0036011,0.011133,0.015211,0.0072085,0.0216,0.0083465,0.0057487,0.0063313,0.036877,0.019827,0.0089113,0.014318,0.0069441,0.0013249,0.031743,0.0072228,0.014841,0.050459,0.018073,0.0024441,0.0073067,0.02144,0.030618,0.037351,0.016668,0.025965,0.0071632,0.01014,0.02351,0.023283,0.01277,0.0088787,0.0011806,0.022013,0.039617,0.037041,0.019246,0.036699,0.027965,0.0050745,0.025791,0.015514,0.040153,0.025015,0.029784,0.030447,0.038837,0.045872,0.031058,0.001533,0.051549,0.014685,0.029825,0.012938,0.0096114,0.025381,0.011277,0.041318,0.027167,0.011173,0.018856,0.02003,0.0061733,0.0072252,0.029821,0.017321,0.004834,0.034386,0.039491,0.0096392,0.0159,0.017382,0.038986,0.0070504,0.0409,0.045257,0.0052673,0.062779,0.06631,0.019853,0.0055452,0.014218,0.026463,0.0069026,0.0056596,0.042303,0.047075,0.045575,0.0046268,0.068127,0.03393,0.022398,0.021434,0.028108,0.018485,0.014304,0.0016401,0.017543,0.047639,0.016561,0.0013832,0.0045901,0.0038417,0.0074961,0.023916,0.010828,0.0062602,0.022312,0.015549,0.021269,0.040859,0.022559,0.030326,0.041479,0.0033341,0.0030669,0.060499,0.021463,0.02086,0.034027,0.018489,0.047184,0.0053037,0.026733,0.01829,0.031927,0.0016942,0.01107,0.064962,0.0054748,0.029908,0.047553,0.024882,0.0030844
Bacteroides_stercoris_ATCC_43183,0.0019762,0.2402,0.0025786,0.0043372,0.019238,0.033958,0.0036536,0.0042636,0.022222,0.012448,0.051606,0.0063998,0.033831,0.0017393,0.0041354,0.015712,0.02815,0.062711,0.0071801,0.027939,0.0018161,0.0028941,0.078776,0.0016312,0.1609,0.07767,0.0034185,0.057553,0.0031963,0.0088681,0.0016541,0.0024409,0.006905,0.0040729,0.015855,0.024455,0.052891,0.029573,0.045665,0.0038392,0.43422,0.0055405,0.016988,0.048078,0.065707,0.0027861,0.0018093,0,0.019728,0.15906,0.012754,0.20946,0.0040727,0.05985,0.0031413,0.086121,0.070915,0.018461,0.18284,0.029921,0,0.0027288,0.0077724,0.012867,0.0021936,0.10995,0.18019,0.019732,0.0037469,0.2507,0.0072754,0.0056138,0.019184,0.034528,0.0091664,0.026512,0.025851,0.055874,0.23372,0.16548,0.076472,0.12558,0.18711,0.0024507,0.0045752,0.28729,0.084742,0.0014283,0.031617,0.045749,0.0044776,0.017982,0.016491,0.0042625,0.080611,0.0022533,0.10721,0.18498,0.34231,0.023082,0.0011408,0.10407,0.0032573,0.001672,0.082342,0.0049252,0.0038917,0.13264,0.085778,0.0036656,0.064866,0.0074569,0.15208,0.0037712,0.060646,0.01254,0.094213,0.0067377,0.022109,0.0027995,0.00303,0.027222,0.1307,0.018727,0.0072516,0.0074015,0.10557,0.011208,0.0081559,0.042429,0.0052789,0.0013332,0.23362,0.15519,0.0085881,0.34661,0.0013284,0.003216,0.12439,0.0029634,0.002161,0.0034907,0.0012631,0.0062906,0.08991,0.0066748,0.0032145,0.01869,0.0088761
Bacteroides_thetaiotaomicron_VPI_5482,0.0015104,0.0085717,0.0086025,0.0021663,0.010947,0.001967,0.012327,0.015206,0.011553,0.019782,0.0036059,0.0020153,0.0042566,0.0084867,0.00389,0.0085575,0.0082434,0.020649,0.0033181,0.0020621,0.0048786,0.0013991,0.0022998,0.041492,0.0041776,0.0038651,0.0014048,0.0023543,0.0050607,0.0012692,0.0036267,0.0056259,0.016001,0.013605,0.0021725,0.002739,0.04778,0.016791,0.016752,0.0097506,0.0053436,0.048162,0.001609,0.019702,0.035698,0.0027466,0.0017906,0,0.0085196,0.019658,0.018586,0.0047006,0.0014001,0.064554,0.0064111,0.0046547,0.010466,0.012862,0.0063005,0.010184,0.0017059,0.014469,0.0021204,0.049284,0,0.017759,0.003949,0.0086706,0.0030838,0.0053727,0.0098318,0.0026259,0.0064488,0.018134,0.0013378,0.013721,0.0087598,0.011885,0.0015323,0.01126,0.0088974,0.0024646,0.014983,0.00512,0.0095057,0.028294,0.0072897,0.10657,0.011838,0.0034287,0.0016694,0.0090111,0.0044975,0.011882,0.05221,0.0046679,0.0028136,0.011068,0.065449,0.0039556,0.015526,0.0090928,0.017076,0,0.046282,0,0.0012294,0.011496,0.012318,0.026289,0.0092778,0.0017032,0.0091437,0.027312,0.011221,0.001221,0.0026598,0.015975,0.007364,0.0093429,0.0011883,0.0010932,0.011245,0.0029565,0.0085261,0.017885,0.018646,0.015023,0.043383,0.007525,0.0011653,0.0027538,0.013834,0.041496,0.030934,0.024546,0.079847,0.0015741,0.006507,0.0365,0.0044652,0.0085512,0.0082856,0.005936,0.0025796,0.012925,0.0020609,0.012627,0.0067784
Bacteroides_uniformis_ATCC_8492,0,0.025131,0.028862,0.048453,0.0041765,0.016904,0.035061,0.052006,0.019774,0.043757,0.0098779,0.0019886,0.014247,0,0.017234,0.0027755,0.016924,0.029178,0.014265,0.042247,0.0066541,0.015995,0.0072803,0.047011,0.013849,0.012385,0.030829,0.0095239,0,0.021406,0.013418,0.040399,0.056526,0.022403,0.0036598,0.015733,0.0060621,0.022139,0.031644,0.04798,0.061401,0.0059967,0.047861,0.0014057,0.022099,0.017863,0.013726,0.0039586,0.013431,0.070564,0.041854,0.027227,0,0.0041837,0.0061885,0.043183,0.018397,0.090762,0.049698,0.012037,0,0.0083821,0.060338,0.023389,0,0.055397,0.018715,0.053816,0.029751,0.0092434,0.049451,0.011757,0.091316,0.001784,0.023737,0.023917,0.052391,0.016935,0.0013535,0.071965,0.042603,0.023706,0.082935,0.096829,0.01893,0.024187,0.007927,0.0017659,0.0072388,0.054641,0.0018222,0.0053461,0.02575,0.11895,0.030369,0.011092,0.031256,0.029475,0.0012097,0.0083499,0.0017033,0.077652,0.097454,0.012373,0.050506,0.052185,0,0.056964,0.032417,0.0086259,0.0238,0.0030335,0.03716,0.10663,0.028493,0.0028574,0.01012,0.0036584,0.016839,0.050842,0.026532,0.0092811,0.035328,0.038934,0.028372,0.012903,0.050265,0.031263,0.061506,0.0029109,0.0011727,0.050729,0.042861,0.02001,0.031825,0.028649,0.0019056,0.01419,0.03834,0.011793,0.068816,0,0.013661,0.12611,0.023769,0.051016,0.0017805,0.02274,0.0065675
Bacteroides_vulgatus_ATCC_8482,0.058005,0.059836,0.015955,0.10406,0.01757,0.026394,0.08065,0.012673,0.060533,0.071142,0.0070467,0.22243,0.16003,0.011895,0.010375,0.14568,0.0091956,0.01783,0.0056826,0.039494,0.060044,0.18499,0.020345,0.0063477,0.041232,0.004449,0.0068377,0.036199,0.014996,0.13693,0.0095009,0.098553,0.11449,0.1556,0.01365,0.027458,0.00489,0.058834,0.051562,0.0058537,0.062724,0.062222,0.050931,0.0013805,0.01997,0.018308,0.012247,0.0039982,0.18245,0.05528,0.10039,0.071468,0.098868,0.10166,0.03056,0.041855,0.087089,0.14766,0.049309,0.014246,0,0.032085,0.038422,0.012614,0.001829,0.03571,0.06192,0.031401,0.12685,0.050517,0.01436,0.017274,0.015752,0.0015207,0.090501,0.068972,0.046594,0.025365,0.041952,0.070621,0.049723,0.01786,0.065714,0.047896,0.015868,0.09594,0.22784,0.0020415,0.034814,0.022787,0.12601,0.014386,0.11022,0.076153,0.13262,0.0056402,0.051407,0.091289,0.010646,0.0096794,0.010056,0.10871,0.09162,0.001965,0.0037966,0.062451,0.12561,0.097633,0.10587,0.0084377,0.096013,0.01853,0.10919,0.028889,0.094955,0.022273,0.046724,0.013937,0.13861,0.075032,0.044577,0.072336,0.016032,0.040672,0.094986,0.058213,0.031733,0.10635,0.044955,0.059837,0.019568,0,0.07016,0.064203,0.01089,0.077976,0.002997,0.24964,0.01002,0.066403,0.058297,0.018772,0.0030534,0.098536,0.096864,0.099134,0.074882,0.061277,0.047998
Bacteroides_xylanisolvens_SD_CC_1b,0.0029918,0.0016069,0.002106,0.0016316,0.0020023,0.0016315,0.03301,0.021538,0.0073039,0.0039641,0.0025121,0.016246,0.060412,0.025378,0.0015738,0.0014864,0.0042862,0.0035958,0.0020392,0.0054235,0.0024116,0.0017299,0.0019534,0.0055862,0.0056767,0.0021954,0.0013185,0.0018677,0,0.012519,0.0015082,0.0030443,0.012894,0.0063739,0.0022813,0.0019328,0.0086319,0.01317,0.0091905,0.002548,0.0030762,0.0031009,0.0028082,0.020568,0.013989,0.0068649,0.0044628,0,0.014936,0.014722,0.014439,0.0026962,0.010089,0.022601,0.002971,0.0071142,0.01023,0.0044088,0.0053653,0.016969,0.012797,0.030288,0.0070367,0.013458,0.0012219,0.011172,0.0039208,0.011108,0.0019756,0.0024472,0.0084038,0.0046829,0.0074798,0.02379,0.0022211,0.0064875,0.0043265,0.0011409,0.0061842,0.0017036,0.0027466,0.0014025,0.0034022,0.0023884,0.0026376,0.0048426,0.0095698,0.018305,0.0038723,0.0052235,0.021109,0.0033133,0.066404,0.024299,0.008917,0.0010586,0.003404,0.0064323,0.0029017,0.0023433,0.015695,0.020329,0.016996,0.0011839,0.037517,0.0079949,0.0061237,0.0034406,0.010815,0.016123,0.0035959,0,0.0041152,0.0057661,0.0041402,0,0.0036108,0.0018473,0.001711,0.0070211,0.0014006,0.0016117,0.0079279,0.0024897,0.0092695,0.025337,0.0035321,0.018401,0.020073,0.0012972,0.0019217,0.019707,0.0039288,0.0075979,0.013568,0.0051773,0.018778,0.0020429,0.012138,0.0059288,0.0033644,0,0.0021562,0.0093834,0.0029781,0.0058036,0.027029,0.014655,0
Bifidobacterium_adolescentis_ATCC_15703,0,0,0,0.0019581,0,0,0,0,0,0,0.0012553,0,0,0,0.0018958,0,0,0,0,0,0,0,0,0,0.0013837,0,0.0034074,0,0.0049716,0,0,0,0,0.0030898,0,0,0,0,0,0,0,0,0,0,0,0.0012117,0.0015455,0,0,0,0,0.017806,0,0,0,0,0.0012092,0,0,0,0,0.0089812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001945,0.0042616,0.0043123,0,0,0.010165,0,0.0010227,0,0,0,0,0.0017634,0,0,0,0,0,0,0.0012619,0,0.0037546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015237,0.0012424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_angulatum_DSM_20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_bifidum_NCIMB_41171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010113,0,0,0,0,0.0056064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019987,0,0,0,0,0,0
Bifidobacterium_breve_UCC2003_NCIMB8807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018086,0.0022695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_catenulatum_DSM_16992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020828,0.0024147,0,0.0019274,0,0,0.0017194,0,0,0,0,0,0,0,0,0.0025389,0,0,0,0.0014984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011403,0,0,0,0,0.0022803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_longum_infantis_ATCC_15697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049517,0.0067307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_longum_longum_ATCC_55813,0,0,0,0,0,0,0,0,0,0,0.0011092,0,0,0,0,0,0,0,0.0014337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020187,0.028139,0,0,0,0,0.0039195,0,0,0,0,0,0,0,0.0011422,0,0,0,0,0.0060433,0,0,0,0,0,0,0,0,0,0,0,0,0.001747,0.0038123,0,0,0.0022888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017742,0,0,0,0,0,0,0,0.0024727,0,0,0,0,0,0.0032712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_longum_longum_CCUG_52486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020844,0.029067,0,0,0,0,0.0041508,0,0,0,0,0,0,0,0.0011209,0,0,0,0,0.0059037,0,0,0,0,0,0,0,0,0,0,0,0,0.0016275,0.0034062,0,0,0.0020599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016138,0,0,0,0,0,0,0,0.0024544,0,0,0,0,0,0.0029188,0,0,0,0,0.0010235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_longum_longum_JDM301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076376,0.010761,0,0,0,0,0.0016561,0,0,0,0,0,0,0,0,0,0,0,0,0.0021615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_pseudocatenulatum_DSM_20438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021556,0.002472,0,0,0,0,0,0,0,0,0,0,0.0010979,0,0,0,0,0,0,0.0055784,0,0,0,0,0,0,0,0,0,0.0020334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034585,0,0,0.0030147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013004,0,0
Blautia_hansenii_VPI_C7_24_DSM_20583,0,0.0015801,0.0012291,0,0,0.0021056,0,0,0,0,0.0016981,0,0,0,0.0012273,0,0,0,0.0020521,0.0016665,0.0030276,0,0.0024661,0,0,0.0033922,0.0021715,0.002183,0.0016501,0,0.0021216,0,0,0.0012746,0.0019966,0.0017273,0,0.0015844,0,0,0,0.0017915,0.0010386,0,0.00159,0.0028849,0.0025841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046195,0,0.0024526,0,0,0,0,0.0012975,0,0,0,0,0,0,0,0.0017499,0.0012982,0.001091,0.0013984,0.0010472,0,0,0,0.0014853,0,0,0.0020672,0,0,0,0,0.0027906,0,0,0,0.0014899,0.0011413,0,0,0.0013831,0,0,0.00681,0.0025656,0,0,0,0,0,0,0,0,0,0.0011654,0,0,0,0.0043568,0,0,0.0035412,0.0019764,0.0012191,0.0016381,0.0014251,0.0015675,0.001495,0,0,0,0.0028956,0,0,0,0,0,0.0021232,0,0,0,0.001283,0,0.0010431,0,0,0.001171,0.001669,0,0
Blautia_hydrogenotrophica_DSM_10507,0,0,0,0,0,0.0017124,0,0,0,0,0.0011761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023503,0.0013483,0,0.0018185,0,0.0024901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026658,0.0022855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012391,0,0.0016475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025557,0,0,0,0,0.0015444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020345,0,0,0,0,0,0
Burkholderiales_bacterium_1_1_47,0.033651,0.056325,0.0062519,0.0069125,0.0085272,0,0.0044269,0,0,0,0.002101,0.017209,0,0,0.0040949,0,0,0,0,0.001938,0,0,0.021938,0.017709,0.0045915,0,0,0.034971,0.0030726,0.019586,0.0029187,0,0,0.024616,0,0,0.0082113,0,0.0042636,0.043053,0.029546,0.0029382,0.011579,0.013883,0.0025849,0,0,0,0,0.0020019,0.0014433,0.0010292,0.0026559,0,0,0,0.0067218,0,0.0024282,0.010127,0,0.032644,0.0016793,0.030528,0,0.0077473,0.027039,0.0014314,0.0053104,0,0.0013197,0,0.0070834,0.0055458,0,0.0010671,0,0.0062877,0,0.068136,0,0.0090804,0.0068752,0.016547,0.010708,0,0.0028133,0,0.026555,0,0.0053305,0,0,0.0021867,0,0.0096104,0,0.0018021,0,0,0,0.0064717,0.012183,0.0051892,0.0019781,0.016768,0.0073132,0,0,0.0031089,0.006065,0,0,0.0060234,0.0074964,0,0,0.0046964,0,0,0,0.018116,0.0017767,0,0.0032436,0.0022082,0,0,0.011043,0.010462,0,0.0010799,0.0053746,0.0021192,0.077999,0,0,0,0.0070432,0,0.016564,0.0041411,0.0084908,0,0,0,0.012711,0,0
Butyrivibrio_crossotus_DSM_2876,0,0.0010264,0.14222,0,0.0017821,0.0062847,0,0,0,0.0012964,0.0014277,0,0,0,0.28274,0,0.00175,0,0.0041679,0.0043476,0.001607,0.0015062,0.0036659,0.0017999,0,0.0074761,0.0067883,0.0040746,0.0033185,0,0.0038447,0,0,0.0022664,0.0027664,0.0028269,0,0.0026743,0,0,0,0.0026528,0.0010998,0,0.0027883,0.0045097,0.0040444,0,0,0,0.0018607,0.0010215,0.0024435,0,0.0014194,0,0,0,0.013577,0,0,0.0010582,0.0019477,0,0,0,0,0.0018017,0,0,0.137,0,0.0014607,0,0,0,0.0018672,0.0016542,0.023465,0,0.0013541,0.0010593,0,0.001966,0.088407,0,0,0,0.0014854,0,0,0.0037277,0,0,0.0019538,0.33686,0.0025288,0.0027641,0,0.0026374,0,0,0,0.0062642,0,0.0010312,0,0,0,0,0.0017847,0,0.0015873,0.0010402,0.0019647,0,0,0.013411,0.0010071,0,0.0011459,0.0023113,0.002448,0.0029628,0.0012079,0.0030568,0.0028365,0,0.0015099,0.0012134,0,0.001865,0.0011915,0.0010787,0,0,0,0,0,0,0.0030638,0.00213,0.0028336,0,0,0.0023926,0,0,0.0011709
Campylobacter_hominis_ATCC_BAA_381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catenibacterium_mitsuokai_DSM_15897,0,0,0.051125,0,0,0.0020527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004598,0,0,0,0,0,0.0032043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
